ACCELEROMETER X (,/s²),ACCELEROMETER Y (,/s²),ACCELEROMETER Z (,/s²),GRAVITY X (,/s²),GRAVITY Y (,/s²),GRAVITY Z (,/s²),LINEAR ACCELERATION X (,/s²),LINEAR ACCELERATION Y (,/s²),LINEAR ACCELERATION Z (,/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (,,x),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azi,,th °),ORIENTATION X (pit,h °),ORIENTATION Y (r,,, °),PROXIMITY (,),SOUND LEVEL (dB),LOCATION Latit,de : ,LOCATION L,ngit,de : ,LOCATION A,tit,de ( ,),LOCATION A,tit,de-g,,g,e ( ,),LOCATION Speed ( ,/s),LOCATION A,,,ra,y ( ,),LOCATION ORIENTATION (°),Sate,,ites in range,Ti,e sin,e start in ,s ,YYYY-MO-DD HH-MI-SS_SSS
0.680756,0.4729,9.965225,-0.003822,0.340621,9.800732,0.656447,0.078664,0.171787,0.000763,-0.010468,-0.073227,2147.4836,4.1367,0.5936,-32.7362,298.2868,-1.9905,0.0223,5,60.94512,49.009132,8.416121,160.6934,NaN,6.39,10.72,256.5,17 / 31,95009,2018-07-03 13:48:30:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.67836,0.41304,9.799423,0.230926,0.359763,9.797328,0.466248,0.04847,-0.081356,-0.000122,-0.008148,-0.070023,2147.4836,4.8523,0.7721,-32.077,291.6797,-2.0441,-0.6803,5,60.82993,49.009132,8.416121,160.6934,NaN,6.39,10.72,256.5,17 / 31,95509,2018-07-03 13:48:30:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.553268,0.252029,9.825165,0.439328,0.372741,9.789711,0.228053,-0.101217,0.012253,0.001114,0.020966,-0.073059,2147.4836,10.675,-2.0752,-35.9924,267.046,-2.1783,-2.5695,5,62.19069,49.009117,8.4160185,160.9093,NaN,6.75,10.72,260.2,16 / 31,96008,2018-07-03 13:48:31:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.530518,0.152664,9.975998,0.481191,0.304606,9.7901,0.093277,-0.10553,-0.010262,-0.000473,0.000015,-0.074814,2147.4836,7.7026,2.7069,-29.5944,292.4862,-1.78,-2.8139,5,60.14603,49.009117,8.4160185,160.9093,NaN,6.75,10.72,260.2,16 / 31,96508,2018-07-03 13:48:31:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.698715,0.049118,9.860489,0.612806,0.242746,9.784473,0.155966,-0.137136,-0.05003,-0.002975,-0.006378,-0.07341,2147.4836,16.4505,1.7822,-35.9604,279.1516,-1.5122,-3.4531,5,60.0734,49.009106,8.415923,162.0696,NaN,6.92,9.648001,264.3,15 / 31,97008,2018-07-03 13:48:32:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.760971,0.0569,9.998749,0.684082,0.153927,9.78155,0.086016,-0.131104,0.039074,-0.002258,0.014755,-0.055481,2147.4836,11.4059,4.6677,-33.1818,292.7101,-0.9896,-3.9945,5,61.89214,49.009106,8.415923,162.0696,NaN,6.92,9.648001,264.3,15 / 31,97508,2018-07-03 13:48:32:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.548477,0.006622,9.871262,0.671215,0.076417,9.783354,0.017319,-0.060562,0.065908,0.001114,-0.000336,-0.032578,2147.4836,8.9081,0.9949,-31.9687,276.355,-0.4465,-3.9248,5,60.42032,49.009106,8.415825,162.0508,NaN,6.99,9.648001,267.2,14 / 31,98009,2018-07-03 13:48:33:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.848953,-0.038284,9.701263,0.690175,0.039534,9.782254,-0.01704,-0.035576,-0.055298,0.001831,-0.006912,-0.012329,2147.4836,7.8781,0.7935,-37.4237,282.7797,-0.2862,-4.087,5,63.81302,49.009106,8.415825,162.0508,NaN,6.99,9.648001,267.2,14 / 31,98509,2018-07-03 13:48:33:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.189941,0.074844,9.952667,0.537,0.041125,9.79185,-0.376599,-0.021396,0.053697,0.00325,0.01564,-0.003799,2147.4836,7.1045,0.3769,-27.3437,270.7506,-0.244,-3.4697,5,61.95693,49.00911,8.41573,161.402,NaN,7.01,9.648001,269.2,14 / 31,99008,2018-07-03 13:48:34:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.061859,0.059296,9.859283,0.243757,0.038884,9.803543,-0.264304,-0.015429,-0.021587,-0.000839,0.001968,-0.00061,2147.4836,2.7206,-1.5686,-14.6255,240.076,-0.2272,-1.4243,5,62.02304,49.00911,8.41573,161.402,NaN,7.01,9.648001,269.2,14 / 31,99509,2018-07-03 13:48:34:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.072632,0.059891,9.774292,0.106963,0.028498,9.806026,-0.075852,0.00873,0.001742,0.000595,-0.004959,-0.000244,2147.4836,1.0208,-1.0422,-15.4861,231.1787,-0.1678,-0.7194,5,60.62059,49.009117,8.415635,161.0759,NaN,7.01,10.72,269.2,14 / 31,100009,2018-07-03 13:48:35:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.049286,0.066467,9.828156,0.079821,0.030183,9.806278,-0.054393,0.001725,0.008636,0.001114,0.001785,0.001694,2147.4836,-5.0049,-1.2665,-15.5502,101.0462,-0.1763,-0.4664,5,59.90979,49.009117,8.415635,161.0759,NaN,7.01,10.72,269.2,14 / 31,100509,2018-07-03 13:48:35:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.038696,0.050308,9.849701,0.02723,0.035378,9.806548,-0.039646,0.010875,0.028909,0.000412,0.000549,-0.000244,2147.4836,-7.0633,-1.8143,-31.6696,105.2522,-0.2067,-0.1591,5,58.05666,49.00912,8.41554,160.9973,NaN,6.98,10.72,269.2,14 / 31,101010,2018-07-03 13:48:36:056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.134277,0.027557,9.841919,0.040121,0.039002,9.80649,0.055908,0.007776,0.066605,-0.000839,-0.001053,0.00029,2147.4836,-11.3663,-2.2263,-35.2203,99.7093,-0.2253,-0.1903,5,58.27985,49.00912,8.41554,160.9973,NaN,6.98,10.72,269.2,14 / 31,101509,2018-07-03 13:48:36:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.058868,0.037735,9.80481,0.04764,0.027439,9.806496,0.004155,0.000482,-0.01341,-0.001541,0.003036,0.000458,2147.4836,-4.1183,2.7298,-34.1507,51.0167,-0.1703,-0.2833,5,58.47252,49.009125,8.415445,160.335,NaN,6.93,10.72,269.6,14 / 31,102009,2018-07-03 13:48:37:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.021332,0.047318,9.782074,0.022226,0.020694,9.806603,-0.017866,-0.019688,-0.026277,-0.00119,-0.000687,-0.000244,2147.4836,1.5579,4.0909,-42.0166,358.8792,-0.1418,-0.1429,5,58.66785,49.009125,8.415445,160.335,NaN,6.93,10.72,269.6,14 / 31,102508,2018-07-03 13:48:37:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.007385,0.006607,9.816788,0.029956,0.018998,9.806586,-0.030942,-0.001798,-0.022494,0.000412,-0.000336,-0.00061,2147.4836,3.8208,1.8311,-43.6966,296.7645,-0.111,-0.175,5,58.85422,49.009136,8.415362,160.4241,NaN,6.77,10.72,270.2,14 / 31,103009,2018-07-03 13:48:38:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016373,0.01799,9.841919,0.033945,0.022692,9.806565,-0.02043,-0.013311,-0.004592,0.000061,-0.001404,0.000458,2147.4836,3.4622,1.68,-39.2715,303.756,-0.139,-0.1969,5,59.12596,49.009136,8.415362,160.4241,NaN,6.77,10.72,270.2,14 / 31,103509,2018-07-03 13:48:38:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018768,-0.057419,9.794052,0.040336,0.023303,9.80654,0.009864,0.027174,0.012014,-0.001007,-0.002472,0.00029,2147.4836,14.4135,4.0756,-39.447,286.1229,-0.1286,-0.2058,5,58.58991,49.00914,8.415271,160.1113,NaN,6.82,10.72,270.2,16 / 31,104008,2018-07-03 13:48:39:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.066055,0.058685,9.735977,0.06734,0.019356,9.8064,0.014912,0.00338,-0.027722,-0.000305,0.000015,0.000809,2147.4836,13.118,4.5609,-38.8885,290.9677,-0.1205,-0.3838,5,58.93228,49.00914,8.415271,160.1113,NaN,6.82,10.72,270.2,16 / 31,104508,2018-07-03 13:48:39:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.040314,-0.023911,9.774887,0.042974,0.012579,9.806548,0.000039,-0.023939,0.012607,0.001297,0.003738,-0.000778,2147.4836,12.5244,1.6479,-37.9227,278.8442,-0.0735,-0.2511,5,58.09543,49.009163,8.415191,159.4903,NaN,6.71,10.72,271.6,15 / 31,105009,2018-07-03 13:48:40:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.029724,-0.018524,9.839539,0.011508,0.020525,9.806622,-0.012904,-0.011717,-0.014144,0.003052,-0.001617,0.000793,2147.4836,4.0939,2.2552,-32.4005,288.7875,-0.0914,-0.1571,5,59.09717,49.009163,8.415191,159.4903,NaN,6.71,10.72,271.6,15 / 31,105509,2018-07-03 13:48:40:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.040909,0.043732,9.816788,0.037007,0.026156,9.806546,0.030352,-0.024186,0.003529,0.001633,0.000336,-0.000977,2147.4836,3.4637,5.9341,-30.954,332.977,-0.1648,-0.1953,5,58.55139,49.009155,8.415094,159.4711,NaN,6.82,10.72,270.7,14 / 31,106008,2018-07-03 13:48:41:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.047501,-0.00415,9.817978,0.047708,0.025171,9.806502,-0.016359,-0.003276,-0.000468,0.001801,0.003342,0.000443,2147.4836,-2.1439,5.3055,-25.1724,20.2479,-0.1457,-0.3028,5,58.16432,49.009155,8.415094,159.4711,NaN,6.82,10.72,270.7,14 / 31,106508,2018-07-03 13:48:41:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.024933,0.009018,9.808395,0.029204,0.029937,9.806561,-0.006366,0.001306,-0.047626,0.000916,-0.00145,0.000259,2147.4836,-0.943,6.6895,-31.0852,7.2908,-0.1749,-0.1706,5,60.21674,49.009167,8.415011,159.7589,NaN,6.72,10.72,271.2,12 / 31,107009,2018-07-03 13:48:42:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.079819,0.019791,9.793442,0.037056,0.032792,9.806525,0.044726,-0.016407,0.004643,0.003052,-0.001984,-0.00116,2147.4836,-6.3065,4.48,-33.6609,50.136,-0.1947,-0.1677,5,58.5737,49.009167,8.415011,159.7589,NaN,6.72,10.72,271.2,12 / 31,107508,2018-07-03 13:48:42:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.057068,0.044922,9.840134,0.066897,0.049827,9.806296,-0.004113,0.009469,-0.002148,0.000381,0.003525,0.00116,2147.4836,-23.4055,4.3671,-31.2164,79.6587,-0.2911,-0.3909,5,58.87598,49.00918,8.414918,159.5471,NaN,6.75,10.72,271.6,12 / 31,108009,2018-07-03 13:48:43:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.006195,0.072464,9.786865,0.042901,0.044843,9.806454,-0.018913,-0.022419,0.015559,-0.000854,0.002823,0.001144,2147.4836,-25.8774,7.019,-27.594,74.5986,-0.262,-0.2507,5,58.83452,49.00918,8.414918,159.5471,NaN,6.75,10.72,271.6,12 / 31,108508,2018-07-03 13:48:43:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.081802,0.095795,9.892792,0.029642,0.036358,9.806538,-0.024205,0.013174,0.126185,-0.001923,-0.001266,-0.000092,2147.4836,-22.0322,2.7222,-32.6691,81.89,-0.2096,-0.1711,5,59.19943,49.00915,8.414832,159.6028,NaN,6.71,10.72,269.6,12 / 31,109009,2018-07-03 13:48:44:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018173,0.052109,9.809006,0.026423,0.021057,9.806592,0.028211,0.020645,-0.045929,-0.001755,0.001572,-0.000626,2147.4836,-23.2925,0.9476,-29.7882,87.3225,-0.1365,-0.162,5,60.26998,49.00915,8.414832,159.6028,NaN,6.71,10.72,269.6,12 / 31,109509,2018-07-03 13:48:44:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02475,-0.059219,9.853302,0.035873,0.011843,9.806578,0.022014,-0.04133,0.01587,0.000214,0.001053,-0.000809,2147.4836,-13.8931,4.0085,-29.0451,73.7557,-0.0987,-0.1972,5,59.71298,49.009163,8.414732,160.4407,NaN,6.9,11.792,270.1,13 / 31,110008,2018-07-03 13:48:45:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015945,0.043732,9.794632,0.045183,0.017669,9.80653,-0.029774,-0.011296,-0.010037,0.002335,-0.001266,0.000793,2147.4836,-11.4716,3.3615,-28.714,74.284,-0.1082,-0.2836,5,62.08707,49.009163,8.414732,160.4407,NaN,6.9,11.792,270.1,13 / 31,110508,2018-07-03 13:48:45:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.116928,0.021576,9.848511,0.059268,0.024674,9.806439,-0.001104,0.003052,-0.003297,0.001633,0.002106,0.000259,2147.4836,-7.5821,8.3069,-29.9759,44.0735,-0.1442,-0.3463,5,60.18669,49.009167,8.414622,159.1907,NaN,7.29,11.792,270.4,13 / 31,111008,2018-07-03 13:48:46:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.054672,0.040131,9.778473,0.043147,0.027179,9.806518,0.010616,0.00769,-0.007939,0.000381,0.002106,0.00061,2147.4836,-1.7075,2.0645,-35.0967,41.3572,-0.1588,-0.2521,5,61.54799,49.009167,8.414622,159.1907,NaN,7.29,11.792,270.4,13 / 31,111509,2018-07-03 13:48:46:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.033127,-0.068802,10.038254,0.035304,0.022243,9.806561,0.021197,-0.000957,-0.033461,0.000565,-0.000549,-0.000443,2147.4836,21.4493,3.8712,-33.9661,280.9247,-0.13,-0.2063,5,63.52729,49.00918,8.41453,159.9704,NaN,7.06,11.792,270.8,15 / 31,112009,2018-07-03 13:48:47:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.073227,-0.030487,9.893402,0.050688,0.024141,9.806489,0.046409,0.02035,-0.02864,0.001282,0.001404,-0.00116,2147.4836,41.4597,15.3259,-30.9769,290.1165,-0.141,-0.2961,5,59.53368,49.00918,8.41453,159.9704,NaN,7.06,11.792,270.8,15 / 31,112508,2018-07-03 13:48:47:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.024155,-0.29924,9.897598,0.055428,-0.054727,9.80634,-0.020174,-0.186979,-0.003109,0.001633,0.000153,-0.00116,2147.4836,45.3232,-1.0712,-34.0424,273.6544,0.1921,-0.3397,5,60.84922,49.009182,8.4144335,159.5997,NaN,6.97,11.792,270.8,16 / 31,113009,2018-07-03 13:48:48:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.051682,-0.287277,9.840134,0.061784,-0.195893,9.804499,0.010631,-0.109253,0.018215,0.001282,-0.000916,0.000626,2147.4836,46.2479,5.3299,-34.6802,275.3221,1.1446,-0.361,5,61.87981,49.009182,8.4144335,159.5997,NaN,6.97,11.792,270.8,16 / 31,113509,2018-07-03 13:48:48:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.097778,-0.567398,9.764114,0.069892,-0.391797,9.798571,0.026702,-0.186569,-0.011669,0.001282,0.001572,0.000259,2147.4836,56.7307,6.7459,-30.8701,275.8999,2.0293,-0.3786,5,60.15065,49.009182,8.414337,158.8666,NaN,6.89,11.792,270.7,16 / 31,114008,2018-07-03 13:48:49:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.078018,-0.57756,9.862869,0.055699,-0.511633,9.793137,0.001916,-0.116538,0.08592,0.001633,0.001221,-0.000092,2147.4836,65.1321,6.8878,-32.4265,274.6838,2.9906,-0.3259,5,62.62104,49.009182,8.414337,158.8666,NaN,6.89,11.792,270.7,16 / 31,114508,2018-07-03 13:48:49:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.132477,-0.724808,9.709045,0.05767,-0.60984,9.787499,0.030851,-0.124483,-0.058113,0.000748,0.001221,0.001144,2147.4836,65.5319,6.1951,-32.7866,272.6287,3.3833,-0.3291,5,63.11876,49.009174,8.414242,158.6812,NaN,6.74,11.792,269.6,16 / 31,115008,2018-07-03 13:48:50:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.096573,-0.87146,9.812592,0.058686,-0.743986,9.778212,0.043004,-0.111687,-0.016646,0.001099,-0.000198,0.000092,2147.4836,57.9697,9.433,-35.527,276.1467,4.3509,-0.3439,5,61.15868,49.009174,8.414242,158.6812,NaN,6.74,11.792,269.6,16 / 31,115508,2018-07-03 13:48:50:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.042099,-0.962433,9.770691,0.082347,-0.836484,9.770563,0.056482,-0.112927,-0.039831,0.001099,0.002457,0.001144,2147.4836,55.4459,7.8049,-36.6531,275.0159,4.8931,-0.4829,5,63.35402,49.009163,8.414192,159.2137,NaN,5.54,11.792,268.9,16 / 31,116009,2018-07-03 13:48:51:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.097763,-0.967819,9.862869,0.064208,-0.906821,9.764421,-0.003384,-0.03743,0.053352,0.000214,0.000336,0.000259,2147.4836,45.2438,4.3167,-40.8401,270.2772,5.3057,-0.3768,5,63.59682,49.009163,8.414192,159.2137,NaN,5.54,11.792,268.9,16 / 31,116509,2018-07-03 13:48:51:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.072037,-0.936691,9.856888,0.066357,-0.936326,9.761623,0.01383,-0.028878,0.051243,0.000381,-0.001083,0.000259,2147.4836,37.262,2.3026,-41.1682,268.9964,5.4418,-0.3766,5,58.79972,49.009182,8.414131,159.7279,NaN,4.74,11.792,269.9,16 / 31,117008,2018-07-03 13:48:52:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.081009,-0.858292,9.797043,0.070579,-0.920932,9.763058,0.023,0.077046,0.005367,0.001633,0.001572,0.000259,2147.4836,30.2002,2.9907,-40.9271,268.406,5.3885,-0.4142,5,59.59561,49.009182,8.414131,159.7279,NaN,4.74,11.792,269.9,16 / 31,117509,2018-07-03 13:48:52:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0457,-0.721222,9.907166,0.062703,-0.801718,9.773623,0.003347,0.100768,0.033375,0.001633,0.000519,-0.000977,2147.4836,26.0239,2.7924,-39.65,269.1186,4.9086,-0.3559,5,57.99718,49.009182,8.414085,159.765,NaN,4.25,11.792,269.7,13 / 31,118008,2018-07-03 13:48:53:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.073227,-0.696671,9.803009,0.063246,-0.746083,9.778024,0.014098,0.052888,-0.045288,0.000381,-0.001617,-0.000443,2147.4836,20.0394,3.7979,-38.472,273.1306,4.3632,-0.3706,5,57.48589,49.009182,8.414085,159.765,NaN,4.25,11.792,269.7,13 / 31,118508,2018-07-03 13:48:53:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.060059,-0.725403,9.861679,0.074062,-0.723675,9.779632,-0.005603,0.029247,-0.004333,0.000031,0.002457,0.000092,2147.4836,16.5787,4.8477,-37.6556,277.2257,4.232,-0.4339,5,57.17011,49.00919,8.414063,159.3256,NaN,3.58,11.792,270,13 / 31,119009,2018-07-03 13:48:54:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.078613,-0.726013,9.768906,0.074548,-0.720193,9.779885,0.022345,0.007406,-0.074329,0.001282,0.001572,0.000793,2147.4836,18.7469,3.0823,-37.9547,270.6295,4.2116,-0.4367,5,56.28531,49.00919,8.414063,159.3256,NaN,3.58,11.792,270,13 / 31,119508,2018-07-03 13:48:54:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.146256,-1.015106,9.769501,0.069166,-0.776263,9.775634,-0.016698,-0.282,-0.034215,-0.00032,-0.000381,-0.000443,2147.4836,16.1545,2.9465,-39.1617,269.692,4.5401,-0.4054,5,60.32643,49.009174,8.414026,159.9376,NaN,3.06,11.792,268.8,12 / 31,120008,2018-07-03 13:48:55:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.028336,-0.678726,9.886215,0.065071,-0.771015,9.776078,-0.012868,-0.004848,0.018733,0.001282,0.001404,-0.000275,2147.4836,22.5235,0.2365,-40.8874,262.1433,4.5093,-0.3814,5,59.45072,49.009174,8.414026,159.9376,NaN,3.06,11.792,268.8,12 / 31,120509,2018-07-03 13:48:55:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.004395,-0.737976,9.867065,0.061998,-0.759349,9.77701,0.001786,-0.007818,-0.015026,0.000748,0.001755,0.000259,2147.4836,15.2542,1.6388,-37.8159,266.4669,4.441,-0.3633,5,61.41584,49.00915,8.414033,160.3896,NaN,1.92,12.864,267.5,12 / 31,121009,2018-07-03 13:48:56:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.058258,0.498032,9.874252,0.05324,-0.653354,9.784717,0.001845,1.047683,0.193058,0.000748,0.003708,0.000092,2147.4836,8.4198,3.4637,-37.5656,272.7429,3.9271,-0.3245,5,58.03993,49.00915,8.414033,160.3896,NaN,1.92,12.864,267.5,12 / 31,121508,2018-07-03 13:48:56:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.037308,-0.100525,9.852097,0.038566,-0.575455,9.789676,-0.000962,0.623103,0.04754,0.000748,0.003708,-0.000275,2147.4836,-0.5157,3.5995,-36.1694,24.5308,3.3641,-0.2257,5,54.72469,49.00915,8.414061,160.1844,NaN,0.7,12.864,267.3,12 / 31,122010,2018-07-03 13:48:57:056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.072037,-0.043655,9.771896,0.034615,-0.361908,9.799909,-0.004756,0.404273,-0.039909,0.000916,0.000687,0.00061,2147.4836,-4.7195,0.7248,-36.3113,93.8729,2.1149,-0.2024,5,58.47248,49.00915,8.414061,160.1844,NaN,0.7,12.864,267.3,12 / 31,122509,2018-07-03 13:48:57:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.043304,0.060486,9.891602,0.040923,-0.077015,9.806262,0.027426,0.135266,0.020665,0.000916,0.001755,0.000977,2147.4836,-7.3929,1.5137,-36.5784,77.2603,0.6984,-0.2337,5,56.76702,49.009163,8.4140835,159.8376,NaN,0.25,13.936001,267.7,12 / 31,123009,2018-07-03 13:48:58:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.030136,0.01619,9.889816,0.036596,-0.007977,9.806579,0.00582,0.027785,0.053384,0.000748,0.001755,0.000259,2147.4836,-0.8865,0.4868,-38.3316,92.063,0.0466,-0.2138,5,55.63256,49.009163,8.4140835,159.8376,NaN,0.25,13.936001,267.7,12 / 31,123508,2018-07-03 13:48:58:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.025345,0.070663,9.753937,0.02733,0.037705,9.80654,-0.010209,0.034103,-0.045749,0.000565,-0.000549,0.000443,2147.4836,-0.5875,3.4256,-36.9171,22.705,-0.1934,-0.1651,5,57.30597,49.009174,8.414085,158.616,NaN,0.21,12.864,268.7,12 / 30,124009,2018-07-03 13:48:59:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.052277,0.067078,9.820969,0.039324,0.048405,9.806453,0.005885,-0.001978,-0.014766,0.001099,0.000153,0.000443,2147.4836,10.4858,2.1484,-42.1204,282.2464,-0.2828,-0.2298,5,54.57367,49.009174,8.414085,158.616,NaN,0.21,12.864,268.7,12 / 30,124508,2018-07-03 13:48:59:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039108,0.078445,9.788651,0.037517,0.054314,9.806428,-0.001482,0.016428,-0.038977,0.000748,0.002457,0.000977,2147.4836,13.6932,-0.5005,-41.2949,266.8342,-0.3017,-0.2551,5,56.93486,49.00919,8.414095,157.8467,NaN,0.43,11.792,268.7,13 / 31,125008,2018-07-03 13:49:00:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.027145,0.061081,9.798233,0.026714,0.058556,9.806439,-0.00222,-0.021111,0.009914,0.000748,-0.002151,0.000626,2147.4836,23.4421,5.5832,-42.4545,285.1314,-0.3421,-0.1561,5,61.35831,49.00919,8.414095,157.8467,NaN,0.43,11.792,268.7,13 / 31,125508,2018-07-03 13:49:00:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.052277,0.01799,9.856888,0.046983,0.056732,9.806373,0.015767,-0.008926,0.015064,0.001282,-0.000549,0.000977,2147.4836,25.8804,3.5995,-42.3248,279.1969,-0.3315,-0.2745,5,56.0483,49.009197,8.414128,157.2891,NaN,0,12.864,,13 / 31,126009,2018-07-03 13:49:01:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.031342,0.090424,9.825165,0.047797,0.058263,9.806361,-0.013578,0.001111,-0.004757,0.000565,0.002106,0.000092,2147.4836,23.1522,3.9291,-41.9464,280.3761,-0.3404,-0.2793,5,54.18427,49.009197,8.414128,157.2891,NaN,0,12.864,,13 / 31,126509,2018-07-03 13:49:01:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.063049,0.033554,9.786255,0.041196,0.056611,9.8064,0.006404,0.003362,-0.024532,0.001282,-0.000549,-0.000092,2147.4836,22.2382,2.0706,-42.3904,275.7727,-0.3308,-0.2407,5,54.57077,49.009205,8.414138,157.2275,NaN,0,12.864,,13 / 31,127008,2018-07-03 13:49:02:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0439,0.050308,9.832947,0.045034,0.061279,9.806355,-0.006428,-0.001928,0.004075,0.000748,-0.000015,0.000443,2147.4836,20.3995,2.3575,-41.7969,276.3912,-0.358,-0.2631,5,55.31558,49.009205,8.414138,157.2275,NaN,0,12.864,,13 / 31,127508,2018-07-03 13:49:02:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
